userid,label,ff,inf,type1,type2,type3,times,,,,,,,,,,,
14709812,0,1.050243112,0.367938931,0.412208936,0.374134676,0.213656388,0,0,1,1,1,0,1,0,0,1,0,0
14865840,0,0.968225949,0.290710794,0.831197249,0.069084089,0.099718662,0,0,0,1,1,1,1,1,1,1,1,0
14958182,0,1.08627451,0.421179302,0.645687646,0.130536131,0.223776224,0,0,0,0,1,1,1,1,1,1,1,0
15016610,0,1.404682274,0.270486753,0.829330608,0.073582013,0.097087379,0,0,0,1,1,1,1,1,1,0,1,0
15271419,0,0.60979065,1.269695505,0.695696032,0.032952253,0.271351715,0,0,0,0,0,0,0,1,0,1,1,1
15391421,0,0.545014521,1.162287481,0.423429319,0.086060209,0.490510471,0,0,0,0,1,1,1,1,1,0,1,1
15836275,0,3.941860465,0.195488722,0.363885089,0.452804378,0.183310534,0,0,0,0,0,1,1,1,1,1,1,1
15873303,0,0.519230769,1.406304729,0.176017263,0.043156597,0.780826141,0,0,0,1,1,1,1,1,1,1,1,1
16093829,0,0.255924171,0.563335956,0.816838046,0.023457584,0.15970437,0,0,0,0,1,1,1,1,1,1,1,0
16591972,0,3.40077821,0.03567447,0.333085778,0.622354252,0.04455997,0,0,0,0,1,1,1,1,1,1,1,1
16927266,0,2.5,0.130952381,0.510328068,0.337788578,0.151883354,0,0,0,0,1,1,1,1,1,1,1,0
17654864,0,3.25,0.08650519,0.653846154,0.278280543,0.067873303,0,0,0,0,1,1,1,1,1,1,0,0
17852114,0,1.517241379,0.489361702,0.401709402,0.304843305,0.293447293,0,0,0,0,0,1,1,1,0,1,0,0
18173213,0,2.659898477,0.0336894,0.842797784,0.022160665,0.135041551,1,1,0,0,0,0,0,1,1,1,1,1
18527544,0,0.942583732,0.191709845,0.373307544,0.545454545,0.081237911,0,0,0,1,0,0,0,0,1,1,1,1
18671285,0,1.35971223,0.244334278,0.451695457,0.155790147,0.392514395,0,0,0,0,0,0,0,0,0,1,1,1
18735790,0,1.418604651,0.101719198,0.693836978,0.186878728,0.119284294,0,0,0,0,1,1,1,1,1,1,1,0
18800245,0,3.162790698,0.108618654,0.754901961,0.182709447,0.062388592,0,0,0,0,1,1,1,1,1,1,1,0
19598248,0,3.011235955,0.364356436,0.35841022,0.166075231,0.475514549,0,0,0,0,1,1,1,1,1,0,0,1
21102000,0,1.019847328,2.996545769,0.178814083,0.402408894,0.418777023,0,0,0,0,0,0,1,1,1,1,1,0
21770069,0,0.394861038,1.38902439,0.516372796,0.255037783,0.228589421,0,0,0,0,1,1,1,1,1,1,1,0
22015750,0,2.616636528,0.229437229,0.310344828,0.482758621,0.206896552,0,0,0,1,1,1,1,1,0,0,1,0
22136015,0,0.232142857,0.03806735,0.422517785,0.054129292,0.523352923,0,0,0,0,0,1,1,1,1,1,1,1
22203964,0,0.118717847,4.193717277,0.370394312,0.218487395,0.411118293,0,0,0,0,1,1,1,0,0,1,1,1
22508731,0,2.574257426,0.091922006,0.590460526,0.046052632,0.363486842,0,0,0,0,0,1,1,0,1,1,1,0
22627606,0,3.212598425,0.023026316,0.929663609,0.025993884,0.044342508,0,0,0,0,0,1,1,1,1,1,1,0
22985259,0,2.172941176,0.366666667,0.351906158,0.438253503,0.209840339,0,0,0,0,1,1,1,1,1,1,1,0
23748269,0,1.722891566,0.554272517,0.191762622,0.246678477,0.561558902,0,0,0,1,1,1,1,1,1,0,1,0
23847948,0,1.988636364,0.042758089,0.801729463,0.069487338,0.1287832,1,0,0,0,0,1,1,1,1,1,1,1
24352106,0,2.846153846,0.259259259,0.194244604,0.147482014,0.658273381,0,0,0,0,0,0,1,1,1,1,1,0
24510304,0,1.6875,0.067010309,0.788617886,0.075203252,0.136178862,0,0,0,1,1,1,1,1,1,1,1,0
25442408,0,0.947183099,0.157162726,0.716135458,0.1812749,0.102589641,0,0,0,0,1,1,1,1,1,1,1,1
25911628,0,1.911111111,0.363475177,0.332351208,0.550972304,0.116676488,0,0,0,0,1,1,1,1,0,0,1,1
26232444,0,1.456521739,0.012987013,0.754901961,0.019607843,0.225490196,0,0,0,0,0,0,0,0,1,0,1,1
26771352,0,4.972222222,0.169014085,0.375661376,0.074074074,0.55026455,0,0,0,0,0,0,1,1,0,1,1,0
27241975,0,0.861111111,0.101677682,0.61411177,0.097720887,0.288167343,0,0,0,0,0,0,1,0,0,1,1,1
27422705,0,2.666666667,0.157801418,0.720766773,0.111821086,0.167412141,0,0,0,0,1,0,0,0,1,1,1,1
27636956,0,1.73566879,0.827210884,0.444377267,0.159613059,0.396009674,0,0,0,0,0,1,1,1,1,1,1,1
27887098,0,3.014285714,0.127419355,0.644490644,0.121621622,0.233887734,1,0,0,0,0,0,1,1,1,1,1,1
28313453,0,0.633245383,0.47601476,0.424232937,0.329367564,0.246399499,0,0,0,0,1,1,1,1,0,1,1,1
28342883,0,1.431391905,0.327360441,0.45471639,0.323722971,0.221560639,0,0,0,0,0,0,1,1,1,1,1,0
28363979,0,2.529411765,0.366666667,0.405405405,0.256756757,0.337837838,0,0,1,1,1,0,1,1,1,1,0,0
28845598,0,0.713362069,1.182545455,0.469123166,0.071306721,0.459570113,1,0,0,0,0,0,1,1,1,1,1,1
29500667,0,1.986842105,0.271794872,0.364145658,0.167755991,0.46809835,0,0,0,0,0,1,1,1,1,1,1,0
29510629,0,4.557142857,0.147619048,0.443505808,0.205913411,0.350580781,0,0,0,0,1,1,1,1,1,1,1,1
29646177,0,0.660856385,6.135471204,0.471023428,0.154438964,0.374537608,0,0,0,1,1,1,1,0,1,1,1,0
30062603,0,2.314606742,0.105022831,0.5703125,0.177083333,0.252604167,0,0,0,0,1,1,0,1,1,1,1,0
31102741,0,1.404273504,0.663829787,0.51486698,0.03286385,0.452269171,1,0,0,0,0,1,1,1,1,1,1,1
31162918,0,2.48125,0.03943662,0.696078431,0.184313725,0.119607843,0,0,0,0,1,1,0,1,1,1,0,0
32025215,0,1.098654709,0.518564356,0.257488846,0.069471001,0.673040153,0,0,0,0,1,1,1,1,1,1,1,1
32130104,0,0.878787879,0.48434238,0.15293742,0.770114943,0.076947637,0,0,0,0,1,1,1,0,1,1,1,1
32204918,0,5.756653992,0.25388601,0.562682216,0.186588921,0.250728863,0,0,0,0,0,0,0,0,1,1,1,1
33950570,0,1.854077253,0.204081633,0.30625,0.670833333,0.022916667,0,0,0,1,1,0,0,0,1,1,0,0
34355343,0,2.617021277,0.17972973,0.342751274,0.559981473,0.097267253,0,0,0,0,0,1,1,0,1,1,1,1
34897604,0,2.173913043,0.211538462,0.481481481,0.175925926,0.342592593,0,0,0,0,0,0,0,1,1,1,1,1
35737313,0,2.740740741,0.121568627,0.55075594,0.259179266,0.190064795,0,0,0,0,1,1,1,1,1,1,1,0
36190135,0,0.42,0.110137672,0.390518084,0.196480938,0.413000978,0,0,0,0,0,1,1,1,1,1,1,1
36381609,0,0.741312741,0.236912156,0.625763465,0.242087729,0.132148806,0,0,0,0,1,1,1,1,1,1,0,0
36727238,0,5.360465116,0.314465409,0.42972973,0.393243243,0.177027027,0,0,0,1,0,1,1,1,1,1,1,0
37539436,0,0.167814114,0.732467532,0.257697456,0.092034806,0.650267738,0,0,0,0,0,1,1,1,1,1,1,1
37733715,0,2.247126437,0.194353963,0.580523164,0.238575481,0.180901355,0,0,0,1,1,1,1,1,0,0,0,0
37889070,0,0.503401361,0.92892562,0.567542214,0.15822389,0.274233896,0,0,0,0,0,0,1,0,0,1,1,1
37922072,0,1.837209302,0.360237118,0.697297297,0.120190779,0.182511924,0,0,0,0,0,1,1,1,1,1,1,1
38002859,0,0.171497585,1.110599078,0.591280654,0.237057221,0.171662125,0,0,0,0,1,1,1,1,1,1,1,1
38223194,0,3.093333333,0.356164384,0.377121771,0.264206642,0.358671587,0,0,0,0,0,0,1,1,1,1,1,0
38730407,0,1.790035587,0.351351351,0.418552036,0.108597285,0.472850679,0,0,0,0,1,1,0,1,1,1,0,0
38972677,0,4.365079365,0.158868335,0.295498392,0.486173633,0.218327974,1,0,0,0,0,1,1,1,1,1,1,1
39721490,0,2.306122449,0.121376812,0.584126984,0.264550265,0.151322751,0,0,0,1,1,1,1,1,1,0,0,0
39748948,0,1.870689655,0.067024129,0.912538226,0.000917431,0.086544343,1,0,0,0,0,0,1,1,0,1,0,0
41780152,0,3.363636364,0.089473684,0.784044017,0.10866575,0.107290234,0,0,0,0,1,1,1,1,1,1,1,0
41785738,0,2.468085106,0.150793651,0.385321101,0.189602446,0.425076453,0,0,0,0,0,1,0,1,1,1,1,1
42676920,0,2.26719057,1.505617978,0.275371287,0.160272277,0.564356436,1,0,0,0,0,1,1,0,1,0,0,1
42754744,0,2.884337349,23740.03942,0.575399361,0.182108626,0.242492013,0,0,0,0,0,0,1,1,0,1,1,1
43069058,0,3.421875,0.062043796,0.764295676,0.167364017,0.068340307,0,0,0,0,1,1,1,1,1,1,1,1
43870029,0,2.063829787,0.120437956,0.538310413,0.314341847,0.147347741,0,0,0,1,1,1,1,0,1,1,0,0
43964510,0,0.806206089,0.603546099,0.438842204,0.089324619,0.471833178,0,0,0,0,1,1,1,1,1,1,0,0
44042861,0,1.637837838,0.037037037,0.611320755,0.084734134,0.303945111,0,0,0,0,0,0,1,1,1,1,1,0
44335261,0,0.548648649,0.496062992,0.495126706,0.162768031,0.342105263,0,0,0,0,1,1,0,1,1,1,1,1
44451302,0,0.804761905,0.230921705,0.497044335,0.113300493,0.389655172,0,0,0,1,0,0,0,0,1,1,1,1
45100798,0,2.165644172,0.05826957,0.543506078,0.093090211,0.363403711,0,0,0,0,0,1,1,1,1,1,0,0
45307775,0,0.750511247,0.906862745,0.447789276,0.158984008,0.393226717,0,0,0,1,1,1,1,1,1,1,0,0
45529357,0,1.195876289,0.313986679,0.332489718,0.247073711,0.420436571,0,0,0,0,1,1,1,1,1,1,1,1
45778279,0,0.659482759,0.093403694,0.6064,0.19936,0.19424,0,0,0,1,1,1,1,1,1,1,1,0
46137662,0,1.004373178,0.613046232,0.512995452,0.246588694,0.240415854,0,0,0,0,0,1,1,1,1,1,1,0
46334699,0,2.520215633,0.151181102,0.405362273,0.487392276,0.107245452,0,0,0,0,1,1,1,1,1,1,1,0
47612213,0,9.5,0,0.056962025,0.85443038,0.088607595,0,0,0,0,1,1,1,1,0,0,0,0
48034707,0,1.234432234,0.090634441,0.621790858,0.051033187,0.327175955,0,0,0,0,1,1,1,0,1,1,1,1
48182327,0,4.037735849,0.218266254,0.406289308,0.443396226,0.150314465,0,0,0,1,1,0,0,0,0,1,1,1
48652450,0,1.828947368,0.024021352,0.964806867,0.027467811,0.007725322,0,0,0,0,0,1,1,1,1,1,1,1
48989220,0,1.390438247,0.673970784,0.468429238,0.12037325,0.411197512,0,0,0,1,1,1,1,0,0,1,1,0
49044510,0,24.98039216,0.360824742,0.346428571,0.517857143,0.135714286,0,0,0,0,0,1,0,1,1,1,1,1
49319803,0,0.983739837,0.419185283,0.494155844,0.45974026,0.046103896,0,0,0,1,1,1,1,1,1,0,0,0
49341424,0,1.977272727,0.050761421,0.325619835,0.238016529,0.436363636,0,0,0,0,0,0,1,1,0,0,1,1
49934607,0,6.866071429,0.314465409,0.19924812,0.536340852,0.264411028,0,0,0,0,0,0,0,1,1,1,1,1
49977491,0,3.044444444,0.015978695,0.638062872,0.214103653,0.147833475,0,0,0,1,1,1,1,1,1,1,1,0
50571065,0,4.613333333,0.170731707,0.153342683,0.449275362,0.397381954,0,0,0,1,0,0,0,1,1,1,1,0
50585331,0,2.196,0.176470588,0.586206897,0.165517241,0.248275862,0,0,0,0,1,1,1,1,1,0,1,0
50589337,0,2.644444444,0.049614112,0.871277618,0.067243036,0.061479347,0,0,0,0,0,1,1,1,1,1,1,0
50598277,0,6.375,0.217391304,0.18699187,0.520325203,0.292682927,0,0,0,0,1,1,1,1,0,1,0,0
50619779,0,2.743243243,0.045808124,0.724937343,0.100877193,0.174185464,0,0,0,0,1,1,1,1,1,0,0,0
50972738,0,2.930769231,0.467153285,0.39941691,0.209912536,0.390670554,0,0,0,0,1,1,1,1,1,0,1,0
51005435,0,8.454545455,0,0,0.907407407,0.092592593,0,0,0,0,1,1,1,1,1,0,0,0
51015996,0,3.592592593,0.060150376,0.482758621,0.343012704,0.174228675,0,0,0,0,1,1,1,1,0,0,1,0
51037293,0,1.376068376,0.151606426,0.310958476,0.149235092,0.539806431,0,0,0,1,0,0,0,1,1,1,0,0
51150318,0,4.782082324,0.665322581,0.322287199,0.631578947,0.046133853,0,0,0,1,1,1,0,0,1,1,1,0
51738765,0,2.90625,0.166871166,0.459672871,0.153976311,0.386350818,1,1,0,0,0,0,1,1,0,0,1,1
51780170,0,2.173913043,0.043956044,0.761506276,0.050209205,0.188284519,0,0,0,1,1,1,1,0,0,0,0,0
52157135,0,2.27,0.151873767,0.667105263,0.109210526,0.223684211,0,0,0,0,0,0,0,0,0,0,1,1
53025684,0,1.903426791,0.653350515,0.248797692,0.203590895,0.547611414,0,0,0,0,0,0,1,0,0,1,1,0
53027768,0,3.719298246,0.052805281,0.337667162,0.47473997,0.187592868,0,0,0,0,1,1,1,1,1,1,1,0
53621838,0,3.724137931,0.020971302,0.346462715,0.495219885,0.1583174,0,0,0,0,1,1,1,1,1,1,1,0
54556442,0,2.472803347,0.222797927,0.474201474,0.234398034,0.291400491,0,0,0,0,1,1,1,1,0,1,1,1
54691030,0,0.965811966,0.107142857,0.641833811,0.156160458,0.202005731,0,0,0,0,0,0,1,1,1,1,1,0
54864334,0,1.416149068,0.090957166,0.664908579,0.132559775,0.202531646,0,0,0,0,1,1,1,1,1,1,1,0
54867711,0,0.845238095,0.313513514,0.149193548,0.448387097,0.402419355,0,0,0,1,1,1,1,0,0,1,1,0
54911584,0,4.78742515,0.128205128,0.317073171,0.12195122,0.56097561,0,0,0,0,0,1,1,1,1,1,0,0
55550359,0,3.25,0.111940299,0.526522593,0.300589391,0.172888016,0,0,0,0,1,1,1,1,1,0,1,1
55590832,0,1.214876033,0.157073171,0.556460369,0.213355049,0.230184582,0,0,0,1,1,1,1,0,1,1,1,0
55819049,0,0.756862745,0.384557154,0.411911444,0.200187091,0.387901466,0,0,0,0,1,1,1,1,1,1,1,1
56326516,0,1.100039777,1.800829876,0.150062267,0.754358655,0.095579078,0,0,0,1,1,1,1,1,1,0,0,0
56345134,0,0.707074298,1.782157676,0.458901936,0.378609965,0.162488099,0,0,0,0,1,1,1,1,1,1,1,0
56466070,0,1.613861386,0.068017366,0.223914452,0.394685677,0.38139987,0,0,0,0,1,1,1,1,0,1,1,0
56662794,0,3.418181818,0.071428571,0.35443038,0.46835443,0.17721519,0,0,0,0,0,1,1,0,0,1,1,1
56706947,0,4.272727273,0.09375,0.195419847,0.619847328,0.184732824,0,0,0,0,1,1,1,1,1,0,0,0
56966762,0,2.655172414,0.026515152,0.754285714,0.16,0.085714286,0,0,0,1,1,1,1,1,0,0,1,0
57365720,0,0.767676768,0.302036199,0.276163699,0.637925648,0.085910653,0,0,0,0,0,1,1,1,1,1,1,0
57928664,0,4.022222222,0.081428571,0.217526414,0.182722188,0.599751398,0,0,0,0,0,1,1,1,1,1,1,1
59083826,0,4.686440678,0.068965517,0.381578947,0.580827068,0.037593985,0,0,0,0,1,0,1,0,0,1,1,1
59402800,0,4.929411765,0.028340081,0.557562077,0.343115124,0.099322799,0,0,0,0,1,1,1,1,1,1,1,0
60508255,0,2.976833977,0.079276174,0.733333333,0.05371248,0.212954186,0,0,0,1,1,1,1,0,1,0,0,0
61198155,0,0.704697987,0.117021277,0.277559055,0.268044619,0.454396325,0,0,0,0,1,1,1,1,1,1,1,0
61452320,0,1,0.072164948,0.76984127,0.071428571,0.158730159,1,0,0,0,0,1,1,1,0,1,1,1
61513445,0,2.205128205,0.194174757,0.367201426,0.217468806,0.415329768,0,0,0,0,1,1,1,1,1,1,0,0
61794519,0,1.266666667,0.125,0.444444444,0.416666667,0.138888889,0,0,0,0,1,0,0,1,1,1,1,1
62017536,0,1.936708861,0.1875,0.417391304,0.260869565,0.32173913,0,0,0,1,1,1,0,1,1,1,1,0
62364690,0,0.479976091,1.323943662,0.395090016,0.08314239,0.521767594,0,0,0,0,0,1,1,1,1,1,1,1
63517006,0,2.920634921,0.142857143,0.296610169,0.194915254,0.508474576,1,0,0,0,0,1,1,1,1,0,0,1
63822625,0,1.258426966,0.046571798,0.685891748,0.125110914,0.188997338,0,0,0,0,0,1,1,1,1,1,1,1
64967572,0,0.632911392,0.153846154,0.105625,0.7578125,0.1365625,0,0,0,1,1,1,1,0,1,1,1,1
66092090,0,2.255319149,0.060606061,0.733333333,0.087179487,0.179487179,0,0,0,0,0,1,1,1,1,1,1,1
67002064,0,1.57480315,0.22741433,0.203164557,0.455696203,0.341139241,0,0,0,0,1,1,1,1,1,1,1,0
67006908,0,0.678378378,0.3875,0.374181478,0.363267852,0.26255067,0,0,0,0,1,1,1,1,1,1,1,0
69654626,0,2.6,0,0.613636364,0.068181818,0.318181818,0,0,0,0,0,1,0,0,0,0,1,1
69843045,0,3.556291391,0.142419602,0.290222222,0.458222222,0.251555556,0,0,0,0,1,1,1,1,1,1,1,0
69892452,0,1.395505618,0.625766871,0.525806452,0.241935484,0.232258065,0,0,0,0,0,0,0,0,1,1,1,1
70735118,0,1.280542986,0.057022809,0.520787746,0.032510159,0.446702094,0,0,0,0,0,1,1,1,1,1,1,1
71295474,0,1.633663366,0.111388196,0.612525458,0.132892057,0.254582485,0,0,0,0,1,1,1,1,1,1,0,1
71336448,0,2.53125,0.110738255,0.439528024,0.212389381,0.348082596,0,0,0,0,0,0,1,0,0,1,1,1
71366031,0,2.923076923,0.041994751,0.599056604,0.26572327,0.135220126,1,0,0,0,1,1,1,1,0,0,1,1
71495570,0,1.716346154,0.062413315,0.593415638,0.327983539,0.078600823,0,0,0,0,0,0,1,1,1,1,1,1
71522541,0,3.568421053,0.174369748,0.363081617,0.413424867,0.223493516,0,0,0,0,1,1,1,0,1,1,1,1
71582266,0,3.37654321,0.095477387,0.152024446,0.774637128,0.073338426,0,0,0,1,0,0,1,1,0,1,1,1
72149178,0,1.742268041,0.067385445,0.495327103,0.383845127,0.12082777,0,0,0,1,0,0,1,1,1,1,1,1
72314987,0,6.418604651,0.181818182,0.240291262,0.308252427,0.451456311,0,0,0,0,1,1,1,1,1,0,1,0
72816504,0,4.046153846,0.338050314,0.307246377,0.42705314,0.265700483,0,0,0,0,0,0,0,1,1,1,1,1
72890647,0,1.374113475,0.799363057,0.291010195,0.12635156,0.582638245,0,0,0,1,1,1,1,0,0,0,1,0
72967193,0,1.458333333,0.085,0.310559006,0.284161491,0.405279503,0,0,0,1,1,1,0,1,1,1,1,1
73627373,0,2.519379845,0.148371532,0.339336881,0.151043799,0.509619321,0,0,0,0,1,1,1,1,0,1,1,1
73799359,0,3.553719008,0.370786517,0.679389313,0.278625954,0.041984733,1,0,0,0,0,1,0,0,0,1,1,1
74147053,0,11.11666667,0.033568905,0.516423358,0.287408759,0.196167883,0,0,0,0,1,1,1,1,1,0,1,0
74156552,0,0.999435984,2.486865149,0.374180865,0.201834862,0.423984273,0,0,0,0,0,1,1,1,0,1,1,1
74486653,0,2.640316206,0.092,0.534188034,0.178062678,0.287749288,0,0,0,0,0,1,1,1,1,1,1,1
74544145,0,0.858800774,0.453488372,0.375798319,0.271260504,0.352941176,0,0,0,0,1,1,1,1,0,1,1,1
75270480,0,2.754385965,0.055214724,0.509375,0.190625,0.3,0,0,0,1,1,1,0,1,1,0,1,1
75320990,0,3.815533981,172754.7041,0.233404711,0.715203426,0.051391863,0,0,0,0,1,1,1,1,0,0,0,1
75386921,0,2.909090909,0.06,0.169491525,0.674576271,0.155932203,0,0,0,0,0,1,1,1,1,1,0,0
75522479,0,1.494736842,0.295373665,0.4390625,0.1025,0.4584375,0,0,0,0,0,1,0,1,1,1,1,1
75777355,0,0.665271967,0.179196704,0.605550359,0.205176177,0.189273464,0,0,0,0,0,0,1,1,1,1,1,1
76286424,0,0.537837838,0.202207727,0.626532537,0.035837787,0.337629676,0,0,0,0,1,1,1,1,1,1,1,1
76982240,0,3.12295082,0.29218107,0.448063921,0.45175169,0.100184388,0,0,0,0,1,1,1,1,1,1,1,1
77165019,0,7.082352941,0.093908629,0.321108394,0.466992665,0.211898941,0,0,0,0,0,0,0,0,1,1,1,1
77243029,0,1.494791667,0.065150584,0.505436471,0.058403231,0.436160298,0,0,0,1,1,1,1,1,0,1,1,0
77528520,0,0.919588223,4.985436893,0.446025363,0.236313022,0.317661615,0,0,0,0,1,1,1,1,1,1,1,1
78116487,0,1.475382003,0.214704315,0.58821686,0.077091821,0.334691319,0,0,0,0,1,1,1,1,1,1,1,1
78719596,0,4.388888889,0.157894737,0.197916667,0.401041667,0.401041667,0,0,0,0,1,0,1,1,1,1,1,1
80000814,0,1.465116279,0.168134508,0.393509767,0.40831758,0.198172653,0,0,0,0,0,0,1,1,1,1,1,1
81056258,0,1.439716312,0.215686275,0.548387097,0.369386464,0.082226439,0,0,0,0,1,1,1,1,0,1,1,0
81218261,0,4.571428571,0.107142857,0.444444444,0.19047619,0.365079365,0,0,0,1,1,1,1,1,1,0,0,0
81239268,0,1.836363636,0.046867527,0.773298817,0.106878698,0.119822485,0,0,0,0,1,1,1,1,1,1,1,0
81352611,0,1.9375,0.145348837,0.163913596,0.23094028,0.605146125,0,0,0,0,0,1,0,0,1,1,1,1
81592426,0,0.504716981,0.571847507,0.329680954,0.0866903,0.583628746,0,0,0,0,1,1,1,1,1,1,1,1
81680710,0,3.340540541,0.223914699,0.413413098,0.221347607,0.365239295,0,0,0,0,0,1,0,0,1,1,1,1
81915249,0,4.231914894,0.029982363,0.177520351,0.499373826,0.323105823,0,0,0,0,1,0,0,0,1,0,1,1
82068999,0,2.006493506,1.063063063,0.256706753,0.295559667,0.44773358,0,0,0,0,0,0,1,0,1,1,1,0
82324675,0,1.25862069,0.141579732,0.32462506,0.494920174,0.180454765,0,0,0,0,1,1,1,1,1,1,0,0
82837121,0,2.369158879,95765.50405,0.275302355,0.400381922,0.324315722,0,0,0,0,1,1,1,1,1,1,1,0
83087554,0,1.492063492,0.019417476,0.932126697,0.036845507,0.031027796,0,0,0,0,1,1,1,1,1,1,0,0
83236897,0,2.829268293,0.146400778,0.643505477,0.328325509,0.028169014,0,0,0,0,1,1,1,1,0,0,1,1
83338869,0,1.571969697,0.155597723,0.361454047,0.418381344,0.220164609,0,0,0,0,1,1,1,1,1,1,1,0
83581269,0,3.479674797,0.025423729,0.829317269,0.100401606,0.070281124,0,0,0,0,1,1,1,0,1,1,1,1
84114885,0,1.468085106,0.059556787,0.555384615,0.337307692,0.107307692,0,0,0,0,1,1,1,1,1,1,1,1
84214494,0,7.717105263,0.035634744,0.466735967,0.244282744,0.288981289,1,0,0,0,0,1,1,1,1,0,0,0
84426046,0,2.541666667,0.020408163,0.485148515,0.316831683,0.198019802,0,0,0,0,0,1,1,1,1,0,0,1
84561646,0,1.888888889,0.320930233,0.278858625,0.162127108,0.559014267,0,0,0,0,0,1,1,1,1,1,1,1
84596057,0,0.736723672,1.155223881,0.313474735,0.120711167,0.565814099,0,0,1,1,1,0,0,0,0,1,1,0
85184915,0,0.067567568,0.332622601,0.437772246,0.243621655,0.318606098,0,0,0,1,0,0,0,0,0,1,1,1
85305729,0,1,0.152404747,0.504569808,0.174598172,0.32083202,0,0,0,0,0,1,1,1,1,1,1,0
85391583,0,0.62601626,0.02901689,0.718195956,0.022706065,0.259097978,0,0,0,1,1,1,1,1,0,0,1,0
85637186,0,2.526785714,0.053169734,0.470343059,0.456235973,0.073420968,0,0,0,0,0,0,1,1,1,1,1,0
85668015,0,2.228571429,0.082706767,0.240506329,0.081374322,0.678119349,0,0,0,0,0,1,1,0,0,1,1,1
85866409,0,2.088737201,0.320049813,0.51392,0.16544,0.32064,0,0,0,0,0,0,1,1,1,1,1,1
86036102,0,9.842105263,0.080645161,0.607843137,0.323529412,0.068627451,0,0,0,0,0,1,1,1,1,1,0,0
86353404,0,1.422222222,0.01863354,0.754098361,0.211943794,0.033957845,0,0,1,1,1,1,0,0,1,0,0,0
86525417,0,3.088888889,0.059782609,0.567901235,0.182098765,0.25,0,0,0,1,1,1,1,0,0,1,1,0
86561552,0,2.868421053,0.262839879,0.400483969,0.08045977,0.519056261,0,0,0,1,1,1,1,0,1,1,1,0
86612717,0,3.888888889,0.005494505,0.638596491,0.29122807,0.070175439,0,0,0,0,0,0,1,0,0,1,1,1
86741673,0,1.204081633,0.244515784,0.594654788,0.180400891,0.224944321,0,0,0,0,0,0,1,0,1,1,1,0
86981924,0,16.77272727,0,0.92238806,0.056716418,0.020895522,1,0,0,0,0,1,1,1,1,1,0,1
